Size	Bubble		Selection
1000	0.005252	0.004160
2000	0.018939	0.010706
3000	0.017599	0.012457
4000	0.028243	0.022017
5000	0.046159	0.035141
6000	0.063534	0.052539
7000	0.107250	0.070246
8000	0.117267	0.087922
9000	0.160178	0.116302
10000	0.190517	0.136703
11000	0.235349	0.165914
12000	0.327827	0.202648
13000	0.418638	0.249898
14000	0.413121	0.269428
15000	0.498669	0.310878
16000	0.570608	0.350602
17000	0.665956	0.434839
18000	0.853815	0.481494
19000	0.895526	0.530491
20000	1.026037	0.570687
